ObjectID,Loc_name,Status,Score,Match_type,Match_addr,Xmin,Xmax,Ymin,Ymax,Addr_type,ARC_SingleLine,datum_čas_odtahu,místo_nařízeného_odtahu,důvod_nařízeného_odtahu,ulice,X,Y
61,ul_co_zn,M,100,A,třída Kpt. Jaroše 15,0,0,0,0,Address,třída Kpt. Jaroše 15,2013-06-04 23:50:00.000,"třída Kpt. Jaroše 15, Brno-Černá Pole","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",třída Kpt. Jaroše 15,16.6104129481475,49.2016850991034
62,ul_co_zn,M,100,A,Merhautova 26,0,0,0,0,Address,Merhautova 26,2013-06-05 01:20:00.000,"Merhautova 26-naproti, Brno-Zábrdovice","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Merhautova 26,16.621419794441,49.2036351563158
63,ul_co_zn,M,100,A,Hvězdová 18,0,0,0,0,Address,Hvězdová 18,2013-06-05 04:05:00.000,"Hvězdová 18, Brno-Zábrdovice","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hvězdová 18,16.622266798674,49.2015390536386
64,ul_co_zn,M,100,A,Jiráskova 55,0,0,0,0,Address,Jiráskova 55,2013-06-05 06:30:00.000,"Jiráskova 55, Brno","§ 27 odst. 1 písm. o) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Jiráskova 55,16.5951481685332,49.2038739276394
65,ul_co_zn,M,100,A,třída Kpt. Jaroše 3,0,0,0,0,Address,třída Kpt. Jaroše 3,2013-06-05 07:20:00.000,"třída Kpt. Jaroše 3, Brno-Černá Pole","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",třída Kpt. Jaroše 3,16.610613317094,49.2004159051898
66,ul_co_zn,M,100,A,Hybešova 43,0,0,0,0,Address,Hybešova 43,2013-06-05 08:45:00.000,"Hybešova 43, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hybešova 43,16.6015089722866,49.1892022842428
67,ul_co_zn,M,100,A,Jezuitská 4,0,0,0,0,Address,Jezuitská 4,2013-06-05 10:43:00.000,"Jezuitská 4, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Jezuitská 4,16.6125885683497,49.19740960425
68,ul_co_zn,M,100,A,Václavská 1,0,0,0,0,Address,Václavská 1,2013-06-05 11:00:00.000,"Václavská 1, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Václavská 1,16.5976398158426,49.1884707647136
69,ul_co_zn,M,100,A,Bosonožská 7a,0,0,0,0,Address,Bosonožská 7a,2013-06-05 11:38:00.000,"Bosonožská 7a, Brno-Starý Lískovec","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Bosonožská 7a,16.5561321772951,49.1662287147479
70,ul_co_zn,M,100,A,Hybešova 45,0,0,0,0,Address,Hybešova 45,2013-06-05 12:10:00.000,"Hybešova 45, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hybešova 45,16.600932204031,49.1892720903075
71,ul_co_zn,M,100,A,Hybešova 43,0,0,0,0,Address,Hybešova 43,2013-06-05 12:20:00.000,"Hybešova 43, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hybešova 43,16.6015089722866,49.1892022842428
72,ul_co_zn,M,100,A,Dominikánské náměstí 1,0,0,0,0,Address,Dominikánské náměstí 1,2013-06-05 13:15:00.000,"Dominikánské náměstí 1, Brno","§ 25 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Dominikánské náměstí 1,16.6061061256445,49.1939212075108
73,ul_co_zn,M,100,A,Gorkého 26,0,0,0,0,Address,Gorkého 26,2013-06-05 13:50:00.000,"Gorkého 26, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Gorkého 26,16.5963723826908,49.1996630870929
74,ul_co_zn,M,100,A,Svratecká 4,0,0,0,0,Address,Svratecká 4,2013-06-05 15:00:00.000,"Svratecká 4, Brno-Komín","§ 27 odst. 1 písm. o) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Svratecká 4,16.5535734068116,49.2183931339274
75,ul_co_zn,M,100,A,Pekařská 46,0,0,0,0,Address,Pekařská 46,2013-06-05 15:10:00.000,"Pekařská 46-naproti, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekařská 46,16.599896654015,49.1919214827605
76,ul_co_zn,M,100,A,Jezuitská 4,0,0,0,0,Address,Jezuitská 4,2013-06-05 16:20:00.000,"Jezuitská 4, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Jezuitská 4,16.6125885683497,49.19740960425
77,ul_co_zn,M,100,A,Jana Uhra 10,0,0,0,0,Address,Jana Uhra 10,2013-06-05 17:40:00.000,"Jana Uhra 10, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Jana Uhra 10,16.5961771278312,49.2025214216601
78,ul_co_zn,M,100,A,Pekařská 18,0,0,0,0,Address,Pekařská 18,2013-06-05 19:50:00.000,"Pekařská 18, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekařská 18,16.602318295054,49.1922673449524
79,ul_co_zn,M,100,A,Václavská 2,0,0,0,0,Address,Václavská 2,2013-06-05 20:30:00.000,"Václavská 2-naproti, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Václavská 2,16.5981035014635,49.1886912599962
80,ulice,M,100,A,Antonínská,0,0,0,0,Address,Antonínská,2013-06-05 21:15:00.000,"Antonínská, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Antonínská,16.6061286488255,49.2026209752504
81,ul_co_zn,M,100,A,Nerudova 11,0,0,0,0,Address,Nerudova 11,2013-06-05 22:30:00.000,"Nerudova 11, Brno","§ 25 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Nerudova 11,16.5952000928341,49.2063412308477
82,ul_co_zn,M,100,A,Gorkého 26,0,0,0,0,Address,Gorkého 26,2013-06-05 23:50:00.000,"Gorkého 26-naproti, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Gorkého 26,16.5963723826908,49.1996630870929
83,ul_co_zn,M,100,A,Mendlovo náměstí 4,0,0,0,0,Address,Mendlovo náměstí 4,2013-06-06 07:47:00.000,"Mendlovo náměstí 4, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Mendlovo náměstí 4,16.5958719663467,49.1911210827262
84,ul_co_zn,M,100,A,Jana Uhra 10,0,0,0,0,Address,Jana Uhra 10,2013-06-06 08:42:00.000,"Jana Uhra 10, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Jana Uhra 10,16.5961771278312,49.2025214216601
85,ulice,M,100,A,Rooseveltova,0,0,0,0,Address,Rooseveltova,2013-06-06 09:27:00.000,"Rooseveltova-divadlo, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Rooseveltova,16.611318287602,49.1976293724272
86,ul_co_zn,M,100,A,Vodní 32,0,0,0,0,Address,Vodní 32,2013-06-06 10:10:00.000,"Vodní 32, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Vodní 32,16.6029370491556,49.190063884275
87,ul_co_zn,M,100,A,Vodní 32,0,0,0,0,Address,Vodní 32,2013-06-06 10:42:00.000,"Vodní 32-naproti, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Vodní 32,16.6029370491556,49.190063884275
88,ul_co_zn,M,100,A,Pekařská 18,0,0,0,0,Address,Pekařská 18,2013-06-06 10:55:00.000,"Pekařská 18, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekařská 18,16.602318295054,49.1922673449524
89,ul_co_zn,M,100,A,Hybešova 13,0,0,0,0,Address,Hybešova 13,2013-06-06 11:20:00.000,"Hybešova 13, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hybešova 13,16.6064563742246,49.188997237333
90,ul_co_zn,M,100,A,Vodní 32,0,0,0,0,Address,Vodní 32,2013-06-06 11:33:00.000,"Vodní 32-naproti, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Vodní 32,16.6029370491556,49.190063884275
91,ulice,M,100,A,Rooseveltova,0,0,0,0,Address,Rooseveltova,2013-06-06 12:02:00.000,"Rooseveltova-u Janáčkova divadla, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Rooseveltova,16.611318287602,49.1976293724272
92,ul_co_zn,M,100,A,třída Kpt. Jaroše 15,0,0,0,0,Address,třída Kpt. Jaroše 15,2013-06-06 12:13:00.000,"třída Kpt. Jaroše 15-za rohem, Brno-Černá Pole","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",třída Kpt. Jaroše 15,16.6104129481475,49.2016850991034
93,ul_co_zn,M,100,A,Lužánecká 12,0,0,0,0,Address,Lužánecká 12,2013-06-06 12:45:00.000,"Lužánecká 12-x naproti, Brno-Černá Pole","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Lužánecká 12,16.6094562065437,49.2044532879443
94,ulice,M,100,A,Botanická,0,0,0,0,Address,Botanická,2013-06-06 12:55:00.000,"Botanická-naproti ZŠ, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Botanická,16.6001961123685,49.2066252264596
95,ul_co_zn,M,100,A,Mendlovo náměstí 4,0,0,0,0,Address,Mendlovo náměstí 4,2013-06-06 15:10:00.000,"Mendlovo náměstí 4, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Mendlovo náměstí 4,16.5958719663467,49.1911210827262
96,ul_co_zn,M,100,A,Kopečná 78,0,0,0,0,Address,Kopečná 78,2013-06-06 16:45:00.000,"Kopečná 78, Brno","§ 25 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Kopečná 78,16.6017547112258,49.1917755788562
97,ul_co_zn,M,100,A,Vodní 32,0,0,0,0,Address,Vodní 32,2013-06-06 19:25:00.000,"Vodní 32-naproti, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Vodní 32,16.6029370491556,49.190063884275
